attackName(TM/HM),pokemonName
Hidden Power,Victreebel
Sunny Day,Victreebel
Hyper Beam,Victreebel
Protect,Victreebel
Frustration,Victreebel
Solar Beam,Victreebel
Return,Victreebel
Double Team,Victreebel
Reflect,Victreebel
Sludge Bomb,Victreebel
Facade,Victreebel
Rest,Victreebel
Attract,Victreebel
Thief,Victreebel
Round,Victreebel
Energy Ball,Victreebel
Giga Impact,Victreebel
Flash,Victreebel
Swords Dance,Victreebel
Infestation,Victreebel
Grass Knot,Victreebel
Swagger,Victreebel
Sleep Talk,Victreebel
Substitute,Victreebel
Secret PowerORAS,Victreebel
Nature Power,Victreebel
Confide,Victreebel
Cut,Victreebel
Toxic,Tentacool
Hail,Tentacool
Venoshock,Tentacool
Hidden Power,Tentacool
Ice Beam,Tentacool
Blizzard,Tentacool
Protect,Tentacool
Rain Dance,Tentacool
Safeguard,Tentacool
Frustration,Tentacool
Return,Tentacool
Double Team,Tentacool
Sludge Wave,Tentacool
Sludge Bomb,Tentacool
Facade,Tentacool
Rest,Tentacool
Attract,Tentacool
Thief,Tentacool
Round,Tentacool
Scald,Tentacool
Payback,Tentacool
Swords Dance,Tentacool
Infestation,Tentacool
Poison Jab,Tentacool
Swagger,Tentacool
Sleep Talk,Tentacool
Substitute,Tentacool
Secret PowerORAS,Tentacool
Dazzling Gleam,Tentacool
Confide,Tentacool
Cut,Tentacool
Surf,Tentacool
Waterfall,Tentacool
DiveORAS,Tentacool
Toxic,Tentacruel
Hail,Tentacruel
Venoshock,Tentacruel
Hidden Power,Tentacruel
Ice Beam,Tentacruel
Blizzard,Tentacruel
Protect,Tentacruel
Rain Dance,Tentacruel
Safeguard,Tentacruel
Frustration,Tentacruel
Return,Tentacruel
Double Team,Tentacruel
Sludge Wave,Tentacruel
Sludge Bomb,Tentacruel
Facade,Tentacruel
Rest,Tentacruel
Attract,Tentacruel
Thief,Tentacruel
Round,Tentacruel
Scald,Tentacruel
Payback,Tentacruel
Swords Dance,Tentacruel
Infestation,Tentacruel
Poison Jab,Tentacruel
Swagger,Tentacruel
Sleep Talk,Tentacruel
Substitute,Tentacruel
Secret PowerORAS,Tentacruel
Dazzling Gleam,Tentacruel
Confide,Tentacruel
Cut,Tentacruel
Surf,Tentacruel
Waterfall,Tentacruel
DiveORAS,Tentacruel
Toxic,Geodude
Hidden Power,Geodude
Sunny Day,Geodude
Protect,Geodude
Frustration,Geodude
Smack Down,Geodude
Earthquake,Geodude
Return,Geodude
Dig,Geodude
Brick Break,Geodude
Double Team,Geodude
Flamethrower,Geodude
Sandstorm,Geodude
Fire Blast,Geodude
Rock Tomb,Geodude
Facade,Geodude
Rest,Geodude
Attract,Geodude
Round,Geodude
Fling,Geodude
Incinerate,Geodude
Explosion,Geodude
Giga Impact,Geodude
Rock Polish,Geodude
Stone Edge,Geodude
Gyro Ball,Geodude
Bulldoze,Geodude
Rock Slide,Geodude
Swagger,Geodude
Sleep Talk,Geodude
Substitute,Geodude
Rock SmashXY,Geodude
Secret PowerORAS,Geodude
Nature Power,Geodude
Power-Up Punch,Geodude
Confide,Geodude
Strength,Geodude
Rock SmashORAS,Geodude
Toxic,Graveler
Hidden Power,Graveler
Sunny Day,Graveler
Protect,Graveler
Frustration,Graveler
Smack Down,Graveler
Earthquake,Graveler
Return,Graveler
Dig,Graveler
Brick Break,Graveler
Double Team,Graveler
Flamethrower,Graveler
Sandstorm,Graveler
Fire Blast,Graveler
Rock Tomb,Graveler
Facade,Graveler
Rest,Graveler
Attract,Graveler
Round,Graveler
Fling,Graveler
Incinerate,Graveler
Explosion,Graveler
Giga Impact,Graveler
Rock Polish,Graveler
Stone Edge,Graveler
Gyro Ball,Graveler
Bulldoze,Graveler
Rock Slide,Graveler
Swagger,Graveler
Sleep Talk,Graveler
Substitute,Graveler
Rock SmashXY,Graveler
Secret PowerORAS,Graveler
Nature Power,Graveler
Power-Up Punch,Graveler
Confide,Graveler
Strength,Graveler
Rock SmashORAS,Graveler
Roar,Golem
Toxic,Golem
Hidden Power,Golem
Sunny Day,Golem
Hyper Beam,Golem
Protect,Golem
Frustration,Golem
Smack Down,Golem
Earthquake,Golem
Return,Golem
Dig,Golem
Brick Break,Golem
Double Team,Golem
Flamethrower,Golem
Sandstorm,Golem
Fire Blast,Golem
Rock Tomb,Golem
Facade,Golem
Rest,Golem
Attract,Golem
Round,Golem
Focus Blast,Golem
Fling,Golem
Incinerate,Golem
Explosion,Golem
Giga Impact,Golem
Rock Polish,Golem
Stone Edge,Golem
Gyro Ball,Golem
Bulldoze,Golem
Rock Slide,Golem
Swagger,Golem
Sleep Talk,Golem
Substitute,Golem
Rock SmashXY,Golem
Secret PowerORAS,Golem
Nature Power,Golem
Power-Up Punch,Golem
Confide,Golem
Strength,Golem
Rock SmashORAS,Golem
Toxic,Ponyta
Hidden Power,Ponyta
Sunny Day,Ponyta
Protect,Ponyta
Frustration,Ponyta
Solar Beam,Ponyta
Return,Ponyta
Double Team,Ponyta
Flamethrower,Ponyta
Fire Blast,Ponyta
Facade,Ponyta
Flame Charge,Ponyta
Rest,Ponyta
Attract,Ponyta
Round,Ponyta
Echoed Voice,Ponyta
Overheat,Ponyta
Incinerate,Ponyta
Will-O-Wisp,Ponyta
Swagger,Ponyta
Sleep Talk,Ponyta
Substitute,Ponyta
Wild Charge,Ponyta
Secret PowerORAS,Ponyta
Confide,Ponyta
Strength,Ponyta
Toxic,Rapidash
Hidden Power,Rapidash
Sunny Day,Rapidash
Hyper Beam,Rapidash
Protect,Rapidash
Frustration,Rapidash
Solar Beam,Rapidash
Return,Rapidash
Double Team,Rapidash
Flamethrower,Rapidash
Fire Blast,Rapidash
Facade,Rapidash
Flame Charge,Rapidash
Rest,Rapidash
Attract,Rapidash
Round,Rapidash
Echoed Voice,Rapidash
Overheat,Rapidash
Incinerate,Rapidash
Will-O-Wisp,Rapidash
Giga Impact,Rapidash
Poison Jab,Rapidash
Swagger,Rapidash
Sleep Talk,Rapidash
Substitute,Rapidash
Wild Charge,Rapidash
Secret PowerORAS,Rapidash
Confide,Rapidash
Strength,Rapidash
Psyshock,Slowpoke
Calm Mind,Slowpoke
Toxic,Slowpoke
Hail,Slowpoke
Hidden Power,Slowpoke
Sunny Day,Slowpoke
Ice Beam,Slowpoke
Blizzard,Slowpoke
Light Screen,Slowpoke
Protect,Slowpoke
Rain Dance,Slowpoke
Safeguard,Slowpoke
Frustration,Slowpoke
Earthquake,Slowpoke
Return,Slowpoke
Dig,Slowpoke
Psychic,Slowpoke
Shadow Ball,Slowpoke
Double Team,Slowpoke
Flamethrower,Slowpoke
Fire Blast,Slowpoke
Facade,Slowpoke
Rest,Slowpoke
Attract,Slowpoke
Round,Slowpoke
Echoed Voice,Slowpoke
Scald,Slowpoke
Incinerate,Slowpoke
Flash,Slowpoke
Thunder Wave,Slowpoke
Psych Up,Slowpoke
Bulldoze,Slowpoke
Dream Eater,Slowpoke
Grass Knot,Slowpoke
Swagger,Slowpoke
Sleep Talk,Slowpoke
Substitute,Slowpoke
Trick Room,Slowpoke
Secret PowerORAS,Slowpoke
Confide,Slowpoke
Surf,Slowpoke
Strength,Slowpoke
DiveORAS,Slowpoke
Psyshock,Slowbro
Calm Mind,Slowbro
Toxic,Slowbro
Hail,Slowbro
Hidden Power,Slowbro
Sunny Day,Slowbro
Ice Beam,Slowbro
Blizzard,Slowbro
Hyper Beam,Slowbro
Light Screen,Slowbro
Protect,Slowbro
Rain Dance,Slowbro
Safeguard,Slowbro
Frustration,Slowbro
Earthquake,Slowbro
Return,Slowbro
Dig,Slowbro
Psychic,Slowbro
Shadow Ball,Slowbro
Brick Break,Slowbro
Double Team,Slowbro
Flamethrower,Slowbro
Fire Blast,Slowbro
Aerial Ace,Slowbro
Facade,Slowbro
Rest,Slowbro
Attract,Slowbro
Round,Slowbro
Echoed Voice,Slowbro
Focus Blast,Slowbro
Scald,Slowbro
Fling,Slowbro
Incinerate,Slowbro
Giga Impact,Slowbro
Flash,Slowbro
Thunder Wave,Slowbro
Psych Up,Slowbro
Bulldoze,Slowbro
Dream Eater,Slowbro
Grass Knot,Slowbro
Swagger,Slowbro
Sleep Talk,Slowbro
Substitute,Slowbro
Trick Room,Slowbro
Rock SmashXY,Slowbro
Secret PowerORAS,Slowbro
Confide,Slowbro
Surf,Slowbro
Strength,Slowbro
Rock SmashORAS,Slowbro
DiveORAS,Slowbro
Toxic,Magnemite
Hidden Power,Magnemite
Sunny Day,Magnemite
Light Screen,Magnemite
Protect,Magnemite
Rain Dance,Magnemite
Frustration,Magnemite
Thunderbolt,Magnemite
Thunder,Magnemite
Return,Magnemite
Double Team,Magnemite
Reflect,Magnemite
Facade,Magnemite
Rest,Magnemite
Round,Magnemite
Charge Beam,Magnemite
Explosion,Magnemite
Flash,Magnemite
Volt Switch,Magnemite
Thunder Wave,Magnemite
Gyro Ball,Magnemite
Psych Up,Magnemite
Swagger,Magnemite
Sleep Talk,Magnemite
Substitute,Magnemite
Flash Cannon,Magnemite
Wild Charge,Magnemite
Secret PowerORAS,Magnemite
Confide,Magnemite
Toxic,Magneton
Hidden Power,Magneton
Sunny Day,Magneton
Hyper Beam,Magneton
Light Screen,Magneton
Protect,Magneton
Rain Dance,Magneton
Frustration,Magneton
Thunderbolt,Magneton
Thunder,Magneton
Return,Magneton
Double Team,Magneton
Reflect,Magneton
Facade,Magneton
Rest,Magneton
Round,Magneton
Charge Beam,Magneton
Explosion,Magneton
Giga Impact,Magneton
Flash,Magneton
Volt Switch,Magneton
Thunder Wave,Magneton
Gyro Ball,Magneton
Psych Up,Magneton
Swagger,Magneton
Sleep Talk,Magneton
Substitute,Magneton
Flash Cannon,Magneton
Wild Charge,Magneton
Secret PowerORAS,Magneton
Confide,Magneton
Toxic,Farfetch'd
Hidden Power,Farfetch'd
Sunny Day,Farfetch'd
Protect,Farfetch'd
Roost,Farfetch'd
Frustration,Farfetch'd
Return,Farfetch'd
Double Team,Farfetch'd
Aerial Ace,Farfetch'd
Facade,Farfetch'd
Rest,Farfetch'd
Attract,Farfetch'd
Thief,Farfetch'd
Round,Farfetch'd
Steel Wing,Farfetch'd
False Swipe,Farfetch'd
Acrobatics,Farfetch'd
Retaliate,Farfetch'd
Swords Dance,Farfetch'd
Psych Up,Farfetch'd
Poison Jab,Farfetch'd
Swagger,Farfetch'd
Sleep Talk,Farfetch'd
U-turn,Farfetch'd
Substitute,Farfetch'd
Secret PowerORAS,Farfetch'd
Confide,Farfetch'd
Cut,Farfetch'd
Fly,Farfetch'd
Toxic,Doduo
Hidden Power,Doduo
Sunny Day,Doduo
Protect,Doduo
Roost,Doduo
Frustration,Doduo
Return,Doduo
Double Team,Doduo
Aerial Ace,Doduo
Facade,Doduo
Rest,Doduo
Attract,Doduo
Thief,Doduo
Round,Doduo
Echoed Voice,Doduo
Steel Wing,Doduo
Swagger,Doduo
Sleep Talk,Doduo
Substitute,Doduo
Secret PowerORAS,Doduo
Confide,Doduo
Fly,Doduo
Toxic,Dodrio
Hidden Power,Dodrio
Sunny Day,Dodrio
Taunt,Dodrio
Hyper Beam,Dodrio
Protect,Dodrio
Roost,Dodrio
Frustration,Dodrio
Return,Dodrio
Double Team,Dodrio
Aerial Ace,Dodrio
Torment,Dodrio
Facade,Dodrio
Rest,Dodrio
Attract,Dodrio
Thief,Dodrio
Round,Dodrio
Echoed Voice,Dodrio
Steel Wing,Dodrio
Payback,Dodrio
Giga Impact,Dodrio
Swagger,Dodrio
Sleep Talk,Dodrio
Substitute,Dodrio
Secret PowerORAS,Dodrio
Confide,Dodrio
Fly,Dodrio
Toxic,Seel
Hail,Seel
Hidden Power,Seel
Ice Beam,Seel
Blizzard,Seel
Protect,Seel
Rain Dance,Seel
Safeguard,Seel
Frustration,Seel
Return,Seel
Double Team,Seel
Facade,Seel
Rest,Seel
Attract,Seel
Thief,Seel
Round,Seel
Echoed Voice,Seel
Fling,Seel
Swagger,Seel
Sleep Talk,Seel
Substitute,Seel
Secret PowerORAS,Seel
Confide,Seel
Surf,Seel
Waterfall,Seel
DiveORAS,Seel
Toxic,Dewgong
Hail,Dewgong
Hidden Power,Dewgong
Ice Beam,Dewgong
Blizzard,Dewgong
Hyper Beam,Dewgong
Protect,Dewgong
Rain Dance,Dewgong
Safeguard,Dewgong
Frustration,Dewgong
Return,Dewgong
Double Team,Dewgong
Facade,Dewgong
Rest,Dewgong
Attract,Dewgong
Thief,Dewgong
Round,Dewgong
Echoed Voice,Dewgong
Fling,Dewgong
Giga Impact,Dewgong
Frost Breath,Dewgong
Swagger,Dewgong
Sleep Talk,Dewgong
Substitute,Dewgong
Secret PowerORAS,Dewgong
Confide,Dewgong
Surf,Dewgong
Waterfall,Dewgong
DiveORAS,Dewgong
Toxic,Grimer
Venoshock,Grimer
Hidden Power,Grimer
Sunny Day,Grimer
Taunt,Grimer
Protect,Grimer
Rain Dance,Grimer
Frustration,Grimer
Thunderbolt,Grimer
Thunder,Grimer
Return,Grimer
Dig,Grimer
Shadow Ball,Grimer
Double Team,Grimer
Sludge Wave,Grimer
Flamethrower,Grimer
Sludge Bomb,Grimer
Fire Blast,Grimer
Rock Tomb,Grimer
Torment,Grimer
Facade,Grimer
Rest,Grimer
Attract,Grimer
Thief,Grimer
Round,Grimer
Fling,Grimer
Incinerate,Grimer
Explosion,Grimer
Payback,Grimer
Rock Slide,Grimer
Infestation,Grimer
Poison Jab,Grimer
Swagger,Grimer
Sleep Talk,Grimer
Substitute,Grimer
Secret PowerORAS,Grimer
Power-Up Punch,Grimer
Confide,Grimer
Strength,Grimer
Toxic,Muk
Venoshock,Muk
Hidden Power,Muk
Sunny Day,Muk
Taunt,Muk
Hyper Beam,Muk
Protect,Muk
Rain Dance,Muk
Frustration,Muk
Thunderbolt,Muk
Thunder,Muk
Return,Muk
Dig,Muk
Shadow Ball,Muk
Brick Break,Muk
Double Team,Muk
Sludge Wave,Muk
Flamethrower,Muk
Sludge Bomb,Muk
Fire Blast,Muk
Rock Tomb,Muk
Torment,Muk
Facade,Muk
Rest,Muk
Attract,Muk
Thief,Muk
Round,Muk
Focus Blast,Muk
Fling,Muk
Incinerate,Muk
Explosion,Muk
Payback,Muk
Giga Impact,Muk
Rock Slide,Muk
Infestation,Muk
Poison Jab,Muk
Swagger,Muk
Sleep Talk,Muk
Substitute,Muk
Rock SmashXY,Muk
Secret PowerORAS,Muk
Dark Pulse,Muk
Power-Up Punch,Muk
Confide,Muk
Strength,Muk
Rock SmashORAS,Muk
Toxic,Shellder
Hail,Shellder
Hidden Power,Shellder
Ice Beam,Shellder
Blizzard,Shellder
Protect,Shellder
Rain Dance,Shellder
Frustration,Shellder
Return,Shellder
Double Team,Shellder
Facade,Shellder
Rest,Shellder
Attract,Shellder
Round,Shellder
Explosion,Shellder
Payback,Shellder
Swagger,Shellder
Sleep Talk,Shellder
Substitute,Shellder
Secret PowerORAS,Shellder
Confide,Shellder
Surf,Shellder
DiveORAS,Shellder
Toxic,Cloyster
Hail,Cloyster
Hidden Power,Cloyster
Ice Beam,Cloyster
Blizzard,Cloyster
Hyper Beam,Cloyster
Protect,Cloyster
Rain Dance,Cloyster
Frustration,Cloyster
Return,Cloyster
Double Team,Cloyster
Torment,Cloyster
Facade,Cloyster
Rest,Cloyster
Attract,Cloyster
Round,Cloyster
Explosion,Cloyster
Payback,Cloyster
Giga Impact,Cloyster
Frost Breath,Cloyster
Poison Jab,Cloyster
Swagger,Cloyster
Sleep Talk,Cloyster
Substitute,Cloyster
Secret PowerORAS,Cloyster
Confide,Cloyster
Surf,Cloyster
DiveORAS,Cloyster
Toxic,Gastly
Venoshock,Gastly
Hidden Power,Gastly
Sunny Day,Gastly
Taunt,Gastly
Protect,Gastly
Rain Dance,Gastly
Frustration,Gastly
Thunderbolt,Gastly
Return,Gastly
Psychic,Gastly
Shadow Ball,Gastly
Double Team,Gastly
Sludge Bomb,Gastly
Torment,Gastly
Facade,Gastly
Rest,Gastly
Attract,Gastly
Thief,Gastly
Round,Gastly
Energy Ball,Gastly
Will-O-Wisp,Gastly
Embargo,Gastly
Explosion,Gastly
Payback,Gastly
Psych Up,Gastly
Infestation,Gastly
Dream Eater,Gastly
Swagger,Gastly
Sleep Talk,Gastly
Substitute,Gastly
Trick Room,Gastly
Secret PowerORAS,Gastly
Dark Pulse,Gastly
Dazzling Gleam,Gastly
Confide,Gastly
Toxic,Haunter
Venoshock,Haunter
Hidden Power,Haunter
Sunny Day,Haunter
Taunt,Haunter
Protect,Haunter
Rain Dance,Haunter
Frustration,Haunter
Thunderbolt,Haunter
Return,Haunter
Psychic,Haunter
Shadow Ball,Haunter
Double Team,Haunter
Sludge Bomb,Haunter
Torment,Haunter
Facade,Haunter
Rest,Haunter
Attract,Haunter
Thief,Haunter
Round,Haunter
Energy Ball,Haunter
Fling,Haunter
Will-O-Wisp,Haunter
Embargo,Haunter
Explosion,Haunter
Shadow Claw,Haunter
Payback,Haunter
Psych Up,Haunter
Infestation,Haunter
Poison Jab,Haunter
Dream Eater,Haunter
Swagger,Haunter
Substitute,Haunter
Trick Room,Haunter
Secret PowerORAS,Haunter
Dark Pulse,Haunter
Dazzling Gleam,Haunter
Confide,Haunter
Toxic,Gengar
Venoshock,Gengar
Hidden Power,Gengar
Sunny Day,Gengar
Taunt,Gengar
Hyper Beam,Gengar
Protect,Gengar
Rain Dance,Gengar
Frustration,Gengar
Thunderbolt,Gengar
Thunder,Gengar
Return,Gengar
Psychic,Gengar
Shadow Ball,Gengar
Brick Break,Gengar
Double Team,Gengar
Sludge Bomb,Gengar
Torment,Gengar
Facade,Gengar
Rest,Gengar
Attract,Gengar
Thief,Gengar
Round,Gengar
Focus Blast,Gengar
Energy Ball,Gengar
Fling,Gengar
Will-O-Wisp,Gengar
Embargo,Gengar
Explosion,Gengar
Shadow Claw,Gengar
Payback,Gengar
Giga Impact,Gengar
Psych Up,Gengar
Infestation,Gengar
Poison Jab,Gengar
Dream Eater,Gengar
Swagger,Gengar
Sleep Talk,Gengar
Substitute,Gengar
Trick Room,Gengar
Rock SmashXY,Gengar
Secret PowerORAS,Gengar
Dark Pulse,Gengar
Power-Up Punch,Gengar
Dazzling Gleam,Gengar
Confide,Gengar
Strength,Gengar
Rock SmashORAS,Gengar
Psyshock,Onix
Calm Mind,Onix
Toxic,Onix
Hidden Power,Onix
Sunny Day,Onix
Taunt,Onix
Light Screen,Onix
Protect,Onix
Rain Dance,Onix
Safeguard,Onix
Frustration,Onix
Return,Onix
Psychic,Onix
Shadow Ball,Onix
Brick Break,Onix
Double Team,Onix
Reflect,Onix
Torment,Onix
Facade,Onix
Rest,Onix
Attract,Onix
Thief,Onix
Low Sweep,Onix
Round,Onix
Fling,Onix
Flash,Onix
Thunder Wave,Onix
Psych Up,Onix
Dream Eater,Onix
Grass Knot,Onix
Swagger,Onix
Sleep Talk,Onix
Substitute,Onix
Trick Room,Onix
Secret PowerORAS,Onix
Power-Up Punch,Onix
Dazzling Gleam,Onix
Confide,Onix
Psyshock,Drowzee
Calm Mind,Drowzee
Toxic,Drowzee
Hidden Power,Drowzee
Sunny Day,Drowzee
Taunt,Drowzee
Light Screen,Drowzee
Protect,Drowzee
Rain Dance,Drowzee
Safeguard,Drowzee
Frustration,Drowzee
Return,Drowzee
Psychic,Drowzee
Shadow Ball,Drowzee
Brick Break,Drowzee
Double Team,Drowzee
Reflect,Drowzee
Torment,Drowzee
Facade,Drowzee
Rest,Drowzee
Attract,Drowzee
Thief,Drowzee
Low Sweep,Drowzee
Round,Drowzee
Fling,Drowzee
Flash,Drowzee
Thunder Wave,Drowzee
Psych Up,Drowzee
Dream Eater,Drowzee
Grass Knot,Drowzee
Swagger,Drowzee
Sleep Talk,Drowzee
Substitute,Drowzee
Trick Room,Drowzee
Secret PowerORAS,Drowzee
Power-Up Punch,Drowzee
Dazzling Gleam,Drowzee
Confide,Drowzee
Psyshock,Hypno
Calm Mind,Hypno
Toxic,Hypno
Hidden Power,Hypno
Sunny Day,Hypno
Taunt,Hypno
Hyper Beam,Hypno
Light Screen,Hypno
Protect,Hypno
Rain Dance,Hypno
Safeguard,Hypno
Frustration,Hypno
Return,Hypno
Psychic,Hypno
Shadow Ball,Hypno
Brick Break,Hypno
Double Team,Hypno
Reflect,Hypno
Torment,Hypno
Facade,Hypno
Rest,Hypno
Attract,Hypno
Thief,Hypno
Low Sweep,Hypno
Round,Hypno
Focus Blast,Hypno
Fling,Hypno
Giga Impact,Hypno
Flash,Hypno
Thunder Wave,Hypno
Psych Up,Hypno
Dream Eater,Hypno
Grass Knot,Hypno
Swagger,Hypno
Sleep Talk,Hypno
Substitute,Hypno
Trick Room,Hypno
Secret PowerORAS,Hypno
Power-Up Punch,Hypno
Dazzling Gleam,Hypno
Confide,Hypno
Hone Claws,Krabby
Toxic,Krabby
Hail,Krabby
Hidden Power,Krabby
Ice Beam,Krabby
Blizzard,Krabby
Protect,Krabby
Rain Dance,Krabby
Frustration,Krabby
Return,Krabby
Dig,Krabby
Brick Break,Krabby
Double Team,Krabby
Rock Tomb,Krabby
Facade,Krabby
Rest,Krabby
Attract,Krabby
Thief,Krabby
Round,Krabby
False Swipe,Krabby
Scald,Krabby
Fling,Krabby
Swords Dance,Krabby
Rock Slide,Krabby
X-Scissor,Krabby
Swagger,Krabby
Sleep Talk,Krabby
Substitute,Krabby
Rock SmashXY,Krabby
Secret PowerORAS,Krabby
Confide,Krabby
Cut,Krabby
Surf,Krabby
Strength,Krabby
Rock SmashORAS,Krabby
DiveORAS,Krabby
Hone Claws,Kingler
Toxic,Kingler
Hail,Kingler
Hidden Power,Kingler
Ice Beam,Kingler
Blizzard,Kingler
Hyper Beam,Kingler
Protect,Kingler
Rain Dance,Kingler
Frustration,Kingler
Return,Kingler
Dig,Kingler
Brick Break,Kingler
Double Team,Kingler
Rock Tomb,Kingler
Facade,Kingler
Rest,Kingler
Attract,Kingler
Thief,Kingler
Round,Kingler
False Swipe,Kingler
Scald,Kingler
Fling,Kingler
Quash,Kingler
Giga Impact,Kingler
Swords Dance,Kingler
Rock Slide,Kingler
X-Scissor,Kingler
Swagger,Kingler
Sleep Talk,Kingler
Substitute,Kingler
Rock SmashXY,Kingler
Secret PowerORAS,Kingler
Confide,Kingler
Cut,Kingler
Surf,Kingler
Strength,Kingler
Rock SmashORAS,Kingler
DiveORAS,Kingler
Toxic,Voltorb
Hidden Power,Voltorb
Taunt,Voltorb
Light Screen,Voltorb
Protect,Voltorb
Rain Dance,Voltorb
Frustration,Voltorb
Thunderbolt,Voltorb
Thunder,Voltorb
Return,Voltorb
Double Team,Voltorb
Torment,Voltorb
Facade,Voltorb
Rest,Voltorb
Thief,Voltorb
Round,Voltorb
Charge Beam,Voltorb
Explosion,Voltorb
Flash,Voltorb
Volt Switch,Voltorb
Thunder Wave,Voltorb
Gyro Ball,Voltorb
Swagger,Voltorb
Sleep Talk,Voltorb
Substitute,Voltorb
Wild Charge,Voltorb
Secret PowerORAS,Voltorb
Confide,Voltorb
Toxic,Electrode
Hidden Power,Electrode
Taunt,Electrode
Hyper Beam,Electrode
Light Screen,Electrode
Protect,Electrode
Rain Dance,Electrode
Frustration,Electrode
Thunderbolt,Electrode
Thunder,Electrode
Return,Electrode
Double Team,Electrode
Torment,Electrode
Facade,Electrode
Rest,Electrode
Thief,Electrode
Round,Electrode
Charge Beam,Electrode
Explosion,Electrode
Giga Impact,Electrode
Flash,Electrode
Volt Switch,Electrode
Thunder Wave,Electrode
Gyro Ball,Electrode
Swagger,Electrode
Sleep Talk,Electrode
Substitute,Electrode
Wild Charge,Electrode
Secret PowerORAS,Electrode
Confide,Electrode
Toxic,Exeggcute
Hidden Power,Exeggcute
Sunny Day,Exeggcute
Light Screen,Exeggcute
Protect,Exeggcute
Frustration,Exeggcute
Solar Beam,Exeggcute
Return,Exeggcute
Psychic,Exeggcute
Double Team,Exeggcute
Reflect,Exeggcute
Sludge Bomb,Exeggcute
Facade,Exeggcute
Rest,Exeggcute
Attract,Exeggcute
Thief,Exeggcute
Round,Exeggcute
Energy Ball,Exeggcute
Explosion,Exeggcute
Flash,Exeggcute
Swords Dance,Exeggcute
Psych Up,Exeggcute
Infestation,Exeggcute
Dream Eater,Exeggcute
Grass Knot,Exeggcute
Swagger,Exeggcute
Sleep Talk,Exeggcute
Substitute,Exeggcute
Trick Room,Exeggcute
Secret PowerORAS,Exeggcute
Nature Power,Exeggcute
Confide,Exeggcute
Strength,Exeggcute
Psyshock,Exeggutor
Toxic,Exeggutor
Hidden Power,Exeggutor
Sunny Day,Exeggutor
Hyper Beam,Exeggutor
Light Screen,Exeggutor
Protect,Exeggutor
Frustration,Exeggutor
Solar Beam,Exeggutor
Return,Exeggutor
Psychic,Exeggutor
Double Team,Exeggutor
Reflect,Exeggutor
Sludge Bomb,Exeggutor
Facade,Exeggutor
Rest,Exeggutor
Attract,Exeggutor
Thief,Exeggutor
Round,Exeggutor
Energy Ball,Exeggutor
Explosion,Exeggutor
Giga Impact,Exeggutor
Flash,Exeggutor
Swords Dance,Exeggutor
Psych Up,Exeggutor
Infestation,Exeggutor
Dream Eater,Exeggutor
Grass Knot,Exeggutor
Swagger,Exeggutor
Sleep Talk,Exeggutor
Substitute,Exeggutor
Trick Room,Exeggutor
Secret PowerORAS,Exeggutor
Nature Power,Exeggutor
Confide,Exeggutor
Strength,Exeggutor
Toxic,Cubone
Hidden Power,Cubone
Sunny Day,Cubone
Ice Beam,Cubone
Blizzard,Cubone
Protect,Cubone
Frustration,Cubone
Smack Down,Cubone
Earthquake,Cubone
Return,Cubone
Dig,Cubone
Brick Break,Cubone
Double Team,Cubone
Flamethrower,Cubone
Sandstorm,Cubone
Fire Blast,Cubone
Rock Tomb,Cubone
Aerial Ace,Cubone
Facade,Cubone
Rest,Cubone
Attract,Cubone
Thief,Cubone
Round,Cubone
Echoed Voice,Cubone
False Swipe,Cubone
Fling,Cubone
Incinerate,Cubone
Retaliate,Cubone
Swords Dance,Cubone
Bulldoze,Cubone
Rock Slide,Cubone
Swagger,Cubone
Sleep Talk,Cubone
Substitute,Cubone
Rock SmashXY,Cubone
Secret PowerORAS,Cubone
Power-Up Punch,Cubone
Confide,Cubone
Strength,Cubone
Rock SmashORAS,Cubone
Toxic,Marowak
Hidden Power,Marowak
Sunny Day,Marowak
Ice Beam,Marowak
Blizzard,Marowak
Hyper Beam,Marowak
Protect,Marowak
Frustration,Marowak
Smack Down,Marowak
Earthquake,Marowak
Return,Marowak
Dig,Marowak
Brick Break,Marowak
Double Team,Marowak
Flamethrower,Marowak
Sandstorm,Marowak
Fire Blast,Marowak
Rock Tomb,Marowak
Aerial Ace,Marowak
Facade,Marowak
Rest,Marowak
Attract,Marowak
Thief,Marowak
Round,Marowak
Echoed Voice,Marowak
Focus Blast,Marowak
False Swipe,Marowak
Fling,Marowak
Incinerate,Marowak
Retaliate,Marowak
Giga Impact,Marowak
Stone Edge,Marowak
Swords Dance,Marowak
Bulldoze,Marowak
Rock Slide,Marowak
Swagger,Marowak
Sleep Talk,Marowak
Substitute,Marowak
Rock SmashXY,Marowak
Secret PowerORAS,Marowak
Power-Up Punch,Marowak
Confide,Marowak
Strength,Marowak
Rock SmashORAS,Marowak
Toxic,Hitmonlee
Bulk Up,Hitmonlee
Hidden Power,Hitmonlee
Sunny Day,Hitmonlee
Protect,Hitmonlee
Rain Dance,Hitmonlee
Frustration,Hitmonlee
Earthquake,Hitmonlee
Return,Hitmonlee
Brick Break,Hitmonlee
Double Team,Hitmonlee
Rock Tomb,Hitmonlee
Facade,Hitmonlee
Rest,Hitmonlee
Attract,Hitmonlee
Thief,Hitmonlee
Low Sweep,Hitmonlee
Round,Hitmonlee
Focus Blast,Hitmonlee
Fling,Hitmonlee
Retaliate,Hitmonlee
